text,label
See what's in a stash without applying it [duplicate] How do I see what is inside a stash without actually applying it?,25
"Make a div fill the height of the remaining screen space I am working on a web application where I want the content to fill the height of the entire screen.
The page has a header, which contains a logo, and account information. This could be an arbitrary ...",14
"How to change the output color of echo in Linux I am trying to print a text in a red color in the terminal using echo command.
How can I do that?",72
How do I get the hash for the current commit in Git? How do I get the hash of the current commit in Git?,25
"Should I cast the result of malloc (in C)? In this question, someone suggested in a comment that I should not cast the result of malloc. i.e., I should do this:
int *sieve = malloc(sizeof(*sieve) * length);

rather than:
int *sieve = (int *) ...",40
"How to import an SQL file using the command line in MySQL? I have a .sql file with an export from phpMyAdmin. I want to import it into a different server using the command line.
I have a Windows Server 2008 R2 installation. I placed the .sql file on the C ...",45
"How do you display code snippets in MS Word preserving format and syntax highlighting? Does anyone know a way to display code in Microsoft Word documents that preserves coloring and formatting? Preferably, the method would also be unobtrusive and easy to update.

I have tried to include ...",24
"How do I get the last element of a list? How do I get the last element of a list? Which way is preferred?
alist[-1]
alist[len(alist) - 1]",66
"Flash CS4 refuses to let go I have a Flash project, and it has many source files. I have a fairly heavily-used class, call it Jenine. I recently (and, perhaps, callously) relocated Jenine from one namespace to another. I thought ...",41
"How do I vertically center text with CSS? [duplicate] I have a <div> element which contains text and I want to align the contents of this <div> vertically center.
Here is my <div> style:


#box {
  height: 170px;
  width: 270px;
  ...",14
"How can I save username and password in Git? I want to use a push and pull automatically in Git Extensions, Sourcetree or any other Git GUI without entering my username and password in a prompt, every time.
So how can I save my credentials in ...",25
"How to leave/exit/deactivate a Python virtualenv I'm using virtualenv and the virtualenvwrapper. I can switch between virtualenv's just fine using the workon command.
me@mymachine:~$ workon env1
(env1)me@mymachine:~$ workon env2
(env2)me@mymachine:~$...",66
"How do I ""git clone"" a repo, including its submodules? How do I clone a git repository so that it also clones its submodules?
Running git clone $REPO_URL merely creates empty submodule directories.",25
"How to list only the names of files that changed between two commits I have a bunch of commits in the repository. I want to see a list of files changed between two commits - from SHA1 to SHA2.
What command should I use?",25
"What does O(log n) mean exactly? I am learning about Big O Notation running times and amortized times.  I understand the notion of O(n) linear time, meaning that the size of the input affects the growth of the algorithm ...",82
How do I install pip on Windows? pip is a replacement for easy_install. But should I install pip using easy_install on Windows? Is there a better way?,66
"How can I prevent SQL injection in PHP? If user input is inserted without modification into an SQL query, then the application becomes vulnerable to SQL injection, like in the following example:

$unsafe_variable = $_POST['user_input']; 

...",73
"How do I parse a string to a float or int? How can I convert an str to a float?
""545.2222"" -> 545.2222

Or an str to a int?
""31"" -> 31
For the reverse, see Convert integer to string in Python and Converting a float to ...",66
"How to format a number with commas as thousands separators? I am trying to print an integer in JavaScript with commas as thousands separators. For example, I want to show the number 1234567 as ""1,234,567"". How would I go about doing this?
Here is how ...",105
How do I refresh a page using JavaScript? How do I refresh a page using JavaScript?,105
